uid,namedLocation,domainID,siteID,plotID,trapID,setDate,collectDate,processingDate,etOHChangeDate,identifiedDate,sampleID,subsampleID,sampleType,taxonID,scientificName,taxonRank,identificationQualifier,scientificNameAuthorship,morphospeciesID,individualCount,identificationReferences,identifiedBy,recordedBy,remarks
"43218e5d-6b95-4bf3-8765-bd10ee704e96","TREE_015.basePlot.bet","D05","TREE","TREE_015","E","2015-06-15","2015-06-29","2015-06-30","2015-08-24",,"TREE_015.E.20150629","nEBhHqVTR17AyIYLTalAyjbxLR437TW8UugC5ClXLcY=","invert bycatch",,,,,,,,,,"sNWmFOzJI5k0heJ/hgLOpehrR5IinP1+",
"5b55f93f-158d-4344-a7c1-a51ea046b89f","TREE_007.basePlot.bet","D05","TREE","TREE_007","W","2015-06-15","2015-06-29","2015-06-30","2015-11-10","2015-11-10","TREE_007.W.20150629","zNjpTCy9RjhdOjokYlDqDemNJuSn7BQzrbx1hlVzJvk=","carabid","PTEMUT2","Pterostichus mutus","species","cf. species","Say",,1,"Bousquet, Y. 2010b. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.","Syw2LXB/pj+fmGCuwdgBGVryVUmYhw3g","Syw2LXB/pj+fmGCuwdgBGVryVUmYhw3g",
"ec725a0b-2297-4faf-926f-a6a5bfa8e5aa","TREE_001.basePlot.bet","D05","TREE","TREE_001","E","2015-06-15","2015-06-29","2015-06-30","2015-08-24",,"TREE_001.E.20150629","M+28j8GMA5kPXDLNTye0hqlnU8epvGD5WqE7i/s9hKA=","invert bycatch",,,,,,,,,,"sNWmFOzJI5k0heJ/hgLOpehrR5IinP1+",
"4141f803-80e3-4564-857e-4f7343e01c0d","TREE_007.basePlot.bet","D05","TREE","TREE_007","E","2015-06-15","2015-06-29","2015-06-30","2015-08-24",,"TREE_007.E.20150629","zNjpTCy9RjiqimYjs+i65DPkgUd9Nhm1qDI9Lv53ld0=","invert bycatch",,,,,,,,,,"sNWmFOzJI5k0heJ/hgLOpehrR5IinP1+",
"54955fe5-7840-4a73-bc8e-df1eef719699","TREE_014.basePlot.bet","D05","TREE","TREE_014","E","2015-06-15","2015-06-29","2015-06-30","2015-08-24",,"TREE_014.E.20150629","g2mJ5zU0mwqA987poPvtSk3ZVfZV4DT+O24rL96MX/0=","invert bycatch",,,,,,,,,,"sNWmFOzJI5k0heJ/hgLOpehrR5IinP1+",
"8b59d92f-e9a8-420f-9aa7-5f42aa3ae08d","TREE_006.basePlot.bet","D05","TREE","TREE_006","E","2015-06-15","2015-06-29","2015-06-30","2015-08-24",,"TREE_006.E.20150629","4fQ7nDpzzlFNjmkVo428kDGbl8y5bU0pMg13yzjf8Xc=","invert bycatch",,,,,,,,,,"sNWmFOzJI5k0heJ/hgLOpehrR5IinP1+",
"df5c7bae-dac7-446e-b35d-3d6e34c23dce","TREE_004.basePlot.bet","D05","TREE","TREE_004","E","2015-06-15","2015-06-29","2015-06-30","2015-08-24",,"TREE_004.E.20150629","O9CsZllnq88NOcEA/IFWn4gTzh8Nlc0Wk8lytiWVh5I=","invert bycatch",,,,,,,,,,"sNWmFOzJI5k0heJ/hgLOpehrR5IinP1+",
"19f5d021-529e-4c87-93d3-50e7b8906a2e","TREE_014.basePlot.bet","D05","TREE","TREE_014","E","2015-06-15","2015-06-29","2015-06-30","2015-11-16","2015-11-16","TREE_014.E.20150629","g2mJ5zU0mwqA987poPvtSo/B7dhsZADVDpL6OCw9/+M=","carabid","SYNIMP","Synuchus impunctatus","species",,"Say",,1,"Lindroth, C. H. 1969. The ground-beetles (Carabidae, excl. Cicindelinae) of Canada and Alaska, parts 1-6. Opuscula E. Entomoligiska Sallskapet.","Syw2LXB/pj+fmGCuwdgBGVryVUmYhw3g","Syw2LXB/pj+fmGCuwdgBGVryVUmYhw3g",
"852acd12-ff4e-411c-8dac-50938639730b","TREE_004.basePlot.bet","D05","TREE","TREE_004","E","2015-06-15","2015-06-29","2015-06-30","2015-11-10","2015-11-12","TREE_004.E.20150629","O9CsZllnq88NOcEA/IFWnzDpezAcWIslojSrXZIQp7c=","carabid","PLAMAN","Platynus mannerheimii","species",,"Dejean",,1,"Lindroth, C. H. 1969. The ground-beetles (Carabidae, excl. Cicindelinae) of Canada and Alaska, parts 1-6. Opuscula E. Entomoligiska Sallskapet.","Syw2LXB/pj+fmGCuwdgBGVryVUmYhw3g","Syw2LXB/pj+fmGCuwdgBGVryVUmYhw3g",
"927b1bcb-fe20-4bb1-a256-5e745a248c9c","TREE_015.basePlot.bet","D05","TREE","TREE_015","E","2015-06-15","2015-06-29","2015-06-30","2015-11-10",,"TREE_015.E.20150629","nEBhHqVTR17AyIYLTalAyuyxfRzN0mMN9uf1gnowmLU=","carabid","PTECOR1","Pterostichus coracinus","species","cf. species","Newman",,1,"Bousquet, Y. 2010b. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.","Syw2LXB/pj+fmGCuwdgBGVryVUmYhw3g","Syw2LXB/pj+fmGCuwdgBGVryVUmYhw3g","Could be ptenov"
