uid,namedLocation,domainID,siteID,plotID,trapID,setDate,collectDate,processingDate,identifiedDate,subsampleID,individualID,taxonID,scientificName,taxonRank,identificationQualifier,scientificNameAuthorship,morphospeciesID,identificationReferences,totalLength,identifiedBy,recordedBy,remarks
"0e99dff8-2c2e-487d-a6ef-861ff63e1941","WOOD_003.basePlot.bet","D09","WOOD","WOOD_003","E","2014-08-27","2014-09-10","2015-04-23","2015-04-23","gVhx7bcr2vONNgusx786u8ACSTpT2LIL7Zj51G9zJiU=","NEON.BET.D09.000552","HARHER","Harpalus herbivagus","species",,"Say",,"Arnett Jr., R. H., and M. C. Thomas. 2001. American Beetles Archosemata, Myxophaga, Adephaga, Polyphaga: Staphyliniformia. 1st Vol. (C. Press, Ed.). 1st Ed. Boca Raton, FL.",,"4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk","4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk",
"21c97731-bbb8-487c-a27c-2a98efae8eae","WOOD_006.basePlot.bet","D09","WOOD","WOOD_006","E","2014-08-27","2014-09-10","2015-03-31","2015-03-31","WY3Zl9EyMicUzBdezdEqOsrMtOqeM0fEZQvrOlnWUh0=","NEON.BET.D09.000036","CARSP14","Carabidae sp.","family",,"Latreille","D09.2014.MorphA","Other",,"9hOSS3gpVvHUvdbHcI4XlVp94UoAF+Qh","9hOSS3gpVvHUvdbHcI4XlVp94UoAF+Qh","Wrinkles| medium to large sized| glossy black throughout| posterior edge of upper pronotum has several distinctive sutures"
"214f1dc4-068c-40f6-97f3-0230c0ad41cb","WOOD_006.basePlot.bet","D09","WOOD","WOOD_006","E","2014-08-27","2014-09-10","2015-03-31","2015-03-31","WY3Zl9EyMicUzBdezdEqOsrMtOqeM0fEZQvrOlnWUh0=","NEON.BET.D09.000037","CARSP14","Carabidae sp.","family",,"Latreille","D09.2014.MorphA","Other",,"9hOSS3gpVvHUvdbHcI4XlVp94UoAF+Qh","9hOSS3gpVvHUvdbHcI4XlVp94UoAF+Qh","Wrinkles| medium to large sized| glossy black throughout| posterior edge of upper pronotum has several distinctive sutures"
"5b39d7e4-8708-4776-a299-58b3fa748130","WOOD_004.basePlot.bet","D09","WOOD","WOOD_004","N","2014-08-27","2014-09-10","2015-04-02","2015-04-02","tVkCk1nh7tE28lJL7FyXHXF5+iMakmTzqskettqNjK0=","NEON.BET.D09.000053","CARSP14","Carabidae sp.","family",,"Latreille","D09.2014.MorphA","Other",,"9hOSS3gpVvHUvdbHcI4XlVp94UoAF+Qh","9hOSS3gpVvHUvdbHcI4XlVp94UoAF+Qh","Wrinkles| medium to large sized| glossy black throughout| posterior edge of upper pronotum has several distinctive sutures"
"c3638c72-cd38-423a-86a2-d44933fe7c8d","WOOD_023.basePlot.bet","D09","WOOD","WOOD_023","N","2014-08-27","2014-09-10","2015-04-08","2015-04-08","HkhQBNKo1QBqCKqKUXV6P0qW7xUMM0Ltt2AyrBJyjzw=","NEON.BET.D09.000196","CARSP14","Carabidae sp.","family",,"Latreille","D09.2014.MorphA","Other",,"9hOSS3gpVvHUvdbHcI4XlVp94UoAF+Qh","9hOSS3gpVvHUvdbHcI4XlVp94UoAF+Qh","Wrinkles| medium to large sized| glossy black throughout| posterior edge of upper pronotum has several distinctive sutures"
"1af2019b-c3d2-4438-a8b1-d53d3d5a0e8c","WOOD_005.basePlot.bet","D09","WOOD","WOOD_005","N","2014-08-27","2014-09-10","2015-04-02","2015-04-02","Q/pjwyhQ09w3gbpA5THbKM7ZGmnmmgpRDigZcZOwegg=","NEON.BET.D09.000065","CARSP14","Carabidae sp.","family",,"Latreille","D09.2014.MorphA","Other",,"9hOSS3gpVvHUvdbHcI4XlVp94UoAF+Qh","9hOSS3gpVvHUvdbHcI4XlVp94UoAF+Qh","Wrinkles| medium to large sized| glossy black throughout| posterior edge of upper pronotum has several distinctive sutures"
"7c7c0485-714e-40a4-be02-55aa9c14fe2e","WOOD_002.basePlot.bet","D09","WOOD","WOOD_002","N","2014-08-27","2014-09-10","2015-04-02","2015-04-02","V7nyjIgYGmM14b83AbvrZaFjfS8A4TrG25Wo1xn8Gmo=","NEON.BET.D09.000058","CARSP14","Carabidae sp.","family",,"Latreille","D09.2014.MorphA","Other",,"9hOSS3gpVvHUvdbHcI4XlVp94UoAF+Qh","9hOSS3gpVvHUvdbHcI4XlVp94UoAF+Qh","Wrinkles| medium to large sized| glossy black throughout| posterior edge of upper pronotum has several distinctive sutures"
"36b644ce-04cc-4837-acc6-b9d6f5cb5da8","WOOD_001.basePlot.bet","D09","WOOD","WOOD_001","N","2014-08-27","2014-09-10","2015-04-02","2015-04-02","vZVALStcGzdyoE+yF+iVjGWyMYGOTGREA50MW0drXko=","NEON.BET.D09.000055","CARSP14","Carabidae sp.","family",,"Latreille","D09.2014.MorphA","Other",,"9hOSS3gpVvHUvdbHcI4XlVp94UoAF+Qh","9hOSS3gpVvHUvdbHcI4XlVp94UoAF+Qh","Wrinkles| medium to large sized| glossy black throughout| posterior edge of upper pronotum has several distinctive sutures"
"c119a6a1-d9c7-4725-a6d2-65f71d28f1dd","WOOD_001.basePlot.bet","D09","WOOD","WOOD_001","S","2014-08-27","2014-09-10","2015-04-23","2015-04-23","vZVALStcGzcsjDNtnU4ax6TN5ROWuc+IyaKNb7Ng8Zs=","NEON.BET.D09.000541","BRACYA2","Brachinus cyanochroaticus","species",,"Erwin",,"Arnett Jr., R. H., and M. C. Thomas. 2001. American Beetles Archosemata, Myxophaga, Adephaga, Polyphaga: Staphyliniformia. 1st Vol. (C. Press, Ed.). 1st Ed. Boca Raton, FL.",,"4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk","4oCBvlQIQ4DhSH30J22+0bs0GAacIQwk",
"9d2bb105-5759-4848-abca-1e8ad0de2868","WOOD_005.basePlot.bet","D09","WOOD","WOOD_005","S","2014-08-27","2014-09-10","2015-04-02","2015-04-02","Q/pjwyhQ09wKA+kCZ0yp6O4gggrhxiK0IPmYmOR8LT4=","NEON.BET.D09.000066","CARSP14","Carabidae sp.","family",,"Latreille","D09.2014.MorphA","Other",,"9hOSS3gpVvHUvdbHcI4XlVp94UoAF+Qh","9hOSS3gpVvHUvdbHcI4XlVp94UoAF+Qh","Wrinkles| medium to large sized| glossy black throughout| posterior edge of upper pronotum has several distinctive sutures"
